,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:94e686611890,AirBeam3:94e686611890,AirBeam3:94e686611890,AirBeam3:94e686611890,AirBeam3:94e686611890
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,practice care ,2025-04-09T16:14:23.000,42.001680256,-87.665869712,81.0,1.0,1.0,1.0,33.0
2,practice care ,2025-04-09T16:14:24.000,42.001680256,-87.665869712,81.0,1.0,1.0,1.0,32.0
3,practice care ,2025-04-09T16:14:26.000,42.001680256,-87.665869712,81.0,1.0,1.0,1.0,32.0
4,practice care ,2025-04-09T16:14:27.000,42.001680256,-87.665869712,81.0,2.0,2.0,2.0,32.0
5,practice care ,2025-04-09T16:14:28.000,42.001680256,-87.665869712,81.0,2.0,2.0,2.0,32.0
6,practice care ,2025-04-09T16:14:29.000,42.001700589,-87.66588726,81.0,2.0,2.0,2.0,32.0
7,practice care ,2025-04-09T16:14:30.000,42.001700579,-87.665887251,81.0,2.0,2.0,2.0,32.0
8,practice care ,2025-04-09T16:14:31.000,42.001700569,-87.665887243,81.0,2.0,2.0,2.0,32.0
9,practice care ,2025-04-09T16:14:32.000,42.00170955,-87.665893606,81.0,2.0,2.0,2.0,32.0
10,practice care ,2025-04-09T16:14:33.000,42.001709541,-87.665893598,81.0,2.0,2.0,2.0,32.0
11,practice care ,2025-04-09T16:14:34.000,42.001709532,-87.66589359,81.0,2.0,2.0,2.0,32.0
12,practice care ,2025-04-09T16:14:35.000,42.001709523,-87.665893583,81.0,2.0,2.0,2.0,32.0
13,practice care ,2025-04-09T16:14:36.000,42.001709515,-87.665893577,81.0,2.0,2.0,2.0,32.0
14,practice care ,2025-04-09T16:14:37.000,42.001709507,-87.66589357,81.0,2.0,2.0,2.0,32.0
15,practice care ,2025-04-09T16:14:38.000,42.001710617,-87.665886532,81.0,2.0,2.0,2.0,31.0
16,practice care ,2025-04-09T16:14:39.000,42.00171061,-87.665886528,81.0,2.0,2.0,2.0,31.0
17,practice care ,2025-04-09T16:14:40.000,42.001710603,-87.665886524,81.0,2.0,2.0,2.0,31.0
18,practice care ,2025-04-09T16:14:41.000,42.001710596,-87.66588652,81.0,2.0,2.0,2.0,31.0
19,practice care ,2025-04-09T16:14:42.000,42.00171059,-87.665886517,81.0,2.0,2.0,2.0,31.0
20,practice care ,2025-04-09T16:14:43.000,42.001710584,-87.665886513,81.0,1.0,1.0,1.0,31.0
21,practice care ,2025-04-09T16:14:44.000,42.001710584,-87.665886513,81.0,1.0,1.0,1.0,31.0
22,practice care ,2025-04-09T16:14:45.000,42.001710579,-87.66588651,81.0,0.0,0.0,0.0,31.0
23,practice care ,2025-04-09T16:14:46.000,42.001710573,-87.665886507,81.0,1.0,1.0,1.0,31.0
24,practice care ,2025-04-09T16:14:47.000,42.001710568,-87.665886504,81.0,1.0,1.0,1.0,31.0
25,practice care ,2025-04-09T16:14:49.000,42.001710559,-87.665886499,81.0,1.0,1.0,1.0,31.0
26,practice care ,2025-04-09T16:14:50.000,42.001710554,-87.665886497,81.0,1.0,1.0,1.0,31.0
27,practice care ,2025-04-09T16:14:51.000,42.00171055,-87.665886494,81.0,1.0,1.0,1.0,31.0
28,practice care ,2025-04-09T16:14:52.000,42.001696287,-87.665853072,81.0,0.0,0.0,0.0,31.0
29,practice care ,2025-04-09T16:14:53.000,42.001716087,-87.665861952,81.0,0.0,0.0,0.0,31.0
30,practice care ,2025-04-09T16:14:54.000,42.001705885,-87.665862675,81.0,0.0,0.0,0.0,31.0
31,practice care ,2025-04-09T16:14:55.000,42.00170116,-87.665866079,81.0,1.0,1.0,1.0,31.0
32,practice care ,2025-04-09T16:14:56.000,42.001650326,-87.665831429,81.0,1.0,1.0,1.0,31.0
33,practice care ,2025-04-09T16:14:57.000,42.001639213,-87.665830753,81.0,1.0,1.0,1.0,31.0
34,practice care ,2025-04-09T16:14:59.000,42.001631118,-87.665834678,81.0,1.0,1.0,1.0,31.0
35,practice care ,2025-04-09T16:15:00.000,42.001626457,-87.665837181,81.0,,,,
36,practice care ,2025-04-09T16:15:00.000,42.001654916,-87.665852347,81.0,,,,
37,practice care ,2025-04-09T16:15:00.000,42.001626457,-87.665837181,,1.0,,,
38,practice care ,2025-04-09T16:15:00.000,42.001654916,-87.665852347,,1.0,1.0,,
39,practice care ,2025-04-09T16:15:00.000,42.001626457,-87.665837181,,,1.0,,
40,practice care ,2025-04-09T16:15:00.000,42.001654916,-87.665852347,,,,1.0,
41,practice care ,2025-04-09T16:15:00.000,42.001626457,-87.665837181,,,,1.0,
42,practice care ,2025-04-09T16:15:00.000,42.001654916,-87.665852347,,,,,31.0
43,practice care ,2025-04-09T16:15:00.000,42.001626457,-87.665837181,,,,,31.0
44,practice care ,2025-04-09T16:15:02.000,42.001655208,-87.665853043,81.0,1.0,0.0,1.0,31.0
45,practice care ,2025-04-09T16:15:04.000,42.001655208,-87.665853043,81.0,1.0,1.0,0.0,31.0
46,practice care ,2025-04-09T16:15:06.000,42.001655208,-87.665853043,81.0,1.0,1.0,1.0,31.0
47,practice care ,2025-04-09T16:15:07.000,42.001655208,-87.665853043,81.0,1.0,1.0,1.0,31.0
48,practice care ,2025-04-09T16:15:08.000,42.001677602,-87.665855543,81.0,1.0,1.0,1.0,31.0
49,practice care ,2025-04-09T16:15:09.000,42.0016776,-87.665855543,81.0,1.0,1.0,1.0,31.0
50,practice care ,2025-04-09T16:15:10.000,42.001677599,-87.665855543,81.0,1.0,1.0,1.0,31.0
51,practice care ,2025-04-09T16:15:11.000,42.001675041,-87.665850231,81.0,1.0,1.0,1.0,31.0
52,practice care ,2025-04-09T16:15:12.000,42.00167504,-87.665850232,81.0,1.0,1.0,1.0,31.0
53,practice care ,2025-04-09T16:15:13.000,42.001675039,-87.665850232,81.0,0.0,0.0,0.0,30.0
54,practice care ,2025-04-09T16:15:14.000,42.001675038,-87.665850232,81.0,0.0,0.0,0.0,30.0
55,practice care ,2025-04-09T16:15:15.000,42.001675037,-87.665850232,81.0,0.0,0.0,0.0,30.0
56,practice care ,2025-04-09T16:15:16.000,42.001675036,-87.665850232,81.0,0.0,0.0,0.0,30.0
57,practice care ,2025-04-09T16:15:17.000,42.001686736,-87.665859913,81.0,1.0,1.0,1.0,30.0
58,practice care ,2025-04-09T16:15:18.000,42.001686735,-87.665859913,81.0,1.0,1.0,1.0,30.0
59,practice care ,2025-04-09T16:15:19.000,42.001686735,-87.665859912,81.0,1.0,1.0,1.0,30.0
60,practice care ,2025-04-09T16:15:20.000,42.001686734,-87.665859912,81.0,1.0,1.0,1.0,30.0
61,practice care ,2025-04-09T16:15:21.000,42.001686733,-87.665859912,81.0,1.0,1.0,1.0,30.0
62,practice care ,2025-04-09T16:15:22.000,42.001686732,-87.665859912,81.0,0.0,0.0,0.0,30.0
63,practice care ,2025-04-09T16:15:23.000,42.001690633,-87.665856343,81.0,0.0,0.0,0.0,30.0
64,practice care ,2025-04-09T16:15:24.000,42.001690632,-87.665856343,81.0,0.0,0.0,0.0,30.0
65,practice care ,2025-04-09T16:15:25.000,42.001690631,-87.665856343,81.0,1.0,1.0,1.0,30.0
66,practice care ,2025-04-09T16:15:26.000,42.00169063,-87.665856343,81.0,1.0,1.0,1.0,30.0
67,practice care ,2025-04-09T16:15:27.000,42.00169063,-87.665856343,81.0,1.0,1.0,1.0,30.0
68,practice care ,2025-04-09T16:15:28.000,42.001690629,-87.665856343,81.0,1.0,1.0,1.0,30.0
69,practice care ,2025-04-09T16:15:29.000,42.001695683,-87.665859789,81.0,1.0,1.0,1.0,30.0
70,practice care ,2025-04-09T16:15:30.000,42.001695682,-87.665859789,81.0,1.0,1.0,1.0,30.0
71,practice care ,2025-04-09T16:15:31.000,42.001695682,-87.665859789,81.0,1.0,1.0,1.0,30.0
72,practice care ,2025-04-09T16:15:32.000,42.001695681,-87.665859789,81.0,2.0,2.0,2.0,30.0
73,practice care ,2025-04-09T16:15:33.000,42.001695681,-87.665859789,81.0,2.0,2.0,2.0,30.0
74,practice care ,2025-04-09T16:15:34.000,42.00169568,-87.665859789,81.0,1.0,1.0,1.0,30.0
75,practice care ,2025-04-09T16:15:35.000,42.00169568,-87.665859789,81.0,1.0,1.0,1.0,30.0
76,practice care ,2025-04-09T16:15:36.000,42.00169568,-87.665859788,81.0,1.0,1.0,1.0,30.0
77,practice care ,2025-04-09T16:15:37.000,42.001695679,-87.665859788,81.0,1.0,1.0,1.0,30.0
78,practice care ,2025-04-09T16:15:38.000,42.001695679,-87.665859788,81.0,1.0,1.0,1.0,30.0
79,practice care ,2025-04-09T16:15:39.000,42.001695678,-87.665859788,81.0,2.0,2.0,2.0,30.0
80,practice care ,2025-04-09T16:15:40.000,42.001695678,-87.665859788,81.0,1.0,1.0,1.0,30.0
81,practice care ,2025-04-09T16:15:41.000,42.001695678,-87.665859788,81.0,1.0,1.0,1.0,30.0
82,practice care ,2025-04-09T16:15:42.000,42.001695678,-87.665859788,81.0,1.0,1.0,1.0,30.0
83,practice care ,2025-04-09T16:15:43.000,42.001695677,-87.665859788,81.0,1.0,1.0,1.0,30.0
84,practice care ,2025-04-09T16:15:44.000,42.001695677,-87.665859788,81.0,2.0,2.0,2.0,30.0
85,practice care ,2025-04-09T16:15:45.000,42.001695677,-87.665859788,81.0,2.0,2.0,2.0,31.0
86,practice care ,2025-04-09T16:15:46.000,42.001695677,-87.665859788,81.0,2.0,2.0,2.0,31.0
87,practice care ,2025-04-09T16:15:47.000,42.001695676,-87.665859788,81.0,2.0,2.0,2.0,31.0
88,practice care ,2025-04-09T16:15:48.000,42.001695676,-87.665859788,81.0,1.0,1.0,1.0,31.0
89,practice care ,2025-04-09T16:15:49.000,42.001695676,-87.665859788,81.0,1.0,1.0,1.0,31.0
90,practice care ,2025-04-09T16:15:50.000,42.001695676,-87.665859788,81.0,1.0,1.0,1.0,31.0
91,practice care ,2025-04-09T16:15:51.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
92,practice care ,2025-04-09T16:15:52.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
93,practice care ,2025-04-09T16:15:53.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
94,practice care ,2025-04-09T16:15:54.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
95,practice care ,2025-04-09T16:15:55.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
96,practice care ,2025-04-09T16:15:56.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
97,practice care ,2025-04-09T16:15:57.000,42.001695675,-87.665859788,81.0,1.0,1.0,1.0,31.0
98,practice care ,2025-04-09T16:15:58.000,42.001695674,-87.665859788,81.0,1.0,1.0,1.0,31.0
99,practice care ,2025-04-09T16:15:59.000,42.001695674,-87.665859788,81.0,1.0,1.0,1.0,31.0
100,practice care ,2025-04-09T16:16:00.000,42.001695674,-87.665859788,81.0,1.0,1.0,1.0,31.0
101,practice care ,2025-04-09T16:16:01.000,42.00169622,-87.665854342,81.0,1.0,1.0,1.0,31.0
102,practice care ,2025-04-09T16:16:02.000,42.00169622,-87.665854342,81.0,1.0,1.0,1.0,31.0
103,practice care ,2025-04-09T16:16:03.000,42.001696219,-87.665854342,81.0,1.0,1.0,1.0,31.0
104,practice care ,2025-04-09T16:16:04.000,42.001696219,-87.665854342,81.0,1.0,1.0,1.0,31.0
105,practice care ,2025-04-09T16:16:05.000,42.001696219,-87.665854342,81.0,1.0,1.0,1.0,31.0
106,practice care ,2025-04-09T16:16:07.000,42.001703324,-87.665843612,81.0,,,,
107,practice care ,2025-04-09T16:16:07.000,42.001696219,-87.665854342,81.0,,,,
108,practice care ,2025-04-09T16:16:07.000,42.001703324,-87.665843612,,1.0,,,
109,practice care ,2025-04-09T16:16:07.000,42.001696219,-87.665854342,,1.0,,,
110,practice care ,2025-04-09T16:16:07.000,42.001703324,-87.665843612,,,1.0,,
111,practice care ,2025-04-09T16:16:07.000,42.001696219,-87.665854342,,,1.0,,
112,practice care ,2025-04-09T16:16:07.000,42.001703324,-87.665843612,,,,1.0,
113,practice care ,2025-04-09T16:16:07.000,42.001696219,-87.665854342,,,,1.0,31.0
114,practice care ,2025-04-09T16:16:07.000,42.001703324,-87.665843612,,,,,31.0
115,practice care ,2025-04-09T16:16:09.000,42.001716242,-87.665855224,81.0,1.0,1.0,1.0,31.0
116,practice care ,2025-04-09T16:16:10.000,42.001716242,-87.665855224,81.0,1.0,1.0,1.0,31.0
117,practice care ,2025-04-09T16:16:11.000,42.00168999,-87.665840155,81.0,0.0,0.0,0.0,31.0
118,practice care ,2025-04-09T16:16:12.000,42.001690016,-87.665841969,81.0,0.0,0.0,0.0,31.0
119,practice care ,2025-04-09T16:16:13.000,42.001660705,-87.66584196,81.0,0.0,0.0,0.0,31.0
120,practice care ,2025-04-09T16:16:14.000,42.001649117,-87.665856359,81.0,0.0,0.0,0.0,31.0
121,practice care ,2025-04-09T16:16:15.000,42.001648319,-87.665850895,81.0,0.0,0.0,0.0,31.0
122,practice care ,2025-04-09T16:16:16.000,42.001629396,-87.665819474,81.0,0.0,0.0,0.0,31.0
123,practice care ,2025-04-09T16:16:17.000,42.00161361,-87.665821062,81.0,0.0,0.0,0.0,31.0
124,practice care ,2025-04-09T16:16:18.000,42.001615366,-87.665809152,81.0,0.0,0.0,0.0,31.0
125,practice care ,2025-04-09T16:16:19.000,42.001609467,-87.665803749,81.0,1.0,1.0,1.0,31.0
126,practice care ,2025-04-09T16:16:20.000,42.001598328,-87.66580432,81.0,1.0,1.0,1.0,31.0
127,practice care ,2025-04-09T16:16:21.000,42.00159188,-87.66580413,81.0,1.0,1.0,1.0,31.0
128,practice care ,2025-04-09T16:16:22.000,42.001663455,-87.665849782,81.0,1.0,1.0,1.0,31.0
129,practice care ,2025-04-09T16:16:23.000,42.00165683,-87.665850531,81.0,1.0,1.0,1.0,31.0
130,practice care ,2025-04-09T16:16:24.000,42.001684238,-87.665840775,81.0,1.0,1.0,1.0,31.0
131,practice care ,2025-04-09T16:16:25.000,42.001684238,-87.665840775,81.0,1.0,1.0,1.0,31.0
132,practice care ,2025-04-09T16:16:26.000,42.001657684,-87.665845603,81.0,1.0,1.0,1.0,31.0
133,practice care ,2025-04-09T16:16:27.000,42.001666975,-87.665858081,81.0,1.0,1.0,1.0,31.0
134,practice care ,2025-04-09T16:16:28.000,42.00168908,-87.665879336,81.0,1.0,1.0,1.0,31.0
135,practice care ,2025-04-09T16:16:29.000,42.001689937,-87.665884788,81.0,1.0,1.0,1.0,31.0
136,practice care ,2025-04-09T16:16:30.000,42.001688532,-87.665890922,81.0,1.0,1.0,1.0,31.0
137,practice care ,2025-04-09T16:16:31.000,42.00168911,-87.665895869,81.0,0.0,0.0,0.0,31.0
138,practice care ,2025-04-09T16:16:32.000,42.001689296,-87.665901075,81.0,0.0,0.0,0.0,31.0
139,practice care ,2025-04-09T16:16:33.000,42.00168966,-87.66590611,81.0,0.0,0.0,0.0,31.0
140,practice care ,2025-04-09T16:16:34.000,42.001713626,-87.665886737,81.0,2.0,2.0,2.0,31.0
141,practice care ,2025-04-09T16:16:35.000,42.001716757,-87.665887883,81.0,2.0,2.0,2.0,31.0
142,practice care ,2025-04-09T16:16:36.000,42.00171589,-87.665892821,81.0,2.0,2.0,2.0,31.0
143,practice care ,2025-04-09T16:16:37.000,42.00168002,-87.665903797,81.0,2.0,2.0,2.0,31.0
144,practice care ,2025-04-09T16:16:38.000,42.001677875,-87.665933855,81.0,2.0,2.0,2.0,31.0
145,practice care ,2025-04-09T16:16:39.000,42.00166729,-87.665913905,81.0,2.0,2.0,2.0,31.0
146,practice care ,2025-04-09T16:16:40.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
147,practice care ,2025-04-09T16:16:41.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
148,practice care ,2025-04-09T16:16:42.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
149,practice care ,2025-04-09T16:16:43.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
150,practice care ,2025-04-09T16:16:44.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
151,practice care ,2025-04-09T16:16:45.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
152,practice care ,2025-04-09T16:16:46.000,42.001725175,-87.665918192,81.0,2.0,2.0,2.0,31.0
153,practice care ,2025-04-09T16:16:47.000,42.001727494,-87.665901168,81.0,2.0,2.0,2.0,31.0
154,practice care ,2025-04-09T16:16:48.000,42.001728213,-87.665901692,81.0,1.0,1.0,1.0,31.0
155,practice care ,2025-04-09T16:16:49.000,42.001733126,-87.665906565,81.0,0.0,0.0,0.0,31.0
156,practice care ,2025-04-09T16:16:50.000,42.001728598,-87.665912763,81.0,0.0,0.0,0.0,31.0
157,practice care ,2025-04-09T16:16:51.000,42.001727286,-87.665915786,81.0,0.0,0.0,0.0,31.0
158,practice care ,2025-04-09T16:16:52.000,42.001735085,-87.665919221,81.0,0.0,0.0,0.0,31.0
159,practice care ,2025-04-09T16:16:53.000,42.001736306,-87.665922692,81.0,0.0,0.0,0.0,31.0
160,practice care ,2025-04-09T16:16:54.000,42.001728033,-87.665871107,81.0,1.0,1.0,1.0,31.0
161,practice care ,2025-04-09T16:16:55.000,42.001729887,-87.665906498,81.0,1.0,1.0,1.0,31.0
162,practice care ,2025-04-09T16:16:56.000,42.001741152,-87.66591084,81.0,1.0,1.0,1.0,31.0
163,practice care ,2025-04-09T16:16:57.000,42.001742586,-87.665911535,81.0,1.0,1.0,1.0,31.0
164,practice care ,2025-04-09T16:16:58.000,42.00175418,-87.6659424,81.0,1.0,1.0,1.0,31.0
165,practice care ,2025-04-09T16:16:59.000,42.001756187,-87.665948095,81.0,1.0,1.0,1.0,31.0
166,practice care ,2025-04-09T16:17:00.000,42.001758337,-87.665952774,81.0,1.0,1.0,1.0,31.0
167,practice care ,2025-04-09T16:17:01.000,42.001760952,-87.665958361,81.0,1.0,1.0,1.0,31.0
168,practice care ,2025-04-09T16:17:02.000,42.0017636,-87.665963947,81.0,1.0,1.0,1.0,31.0
169,practice care ,2025-04-09T16:17:03.000,42.001766221,-87.665969541,81.0,1.0,1.0,1.0,31.0
170,practice care ,2025-04-09T16:17:04.000,42.001775656,-87.66599402,81.0,1.0,1.0,1.0,31.0
171,practice care ,2025-04-09T16:17:05.000,42.001777319,-87.665998034,81.0,1.0,1.0,1.0,32.0
172,practice care ,2025-04-09T16:17:06.000,42.00157275,-87.665847335,81.0,0.0,0.0,0.0,32.0
173,practice care ,2025-04-09T16:17:07.000,42.001571911,-87.665843228,81.0,0.0,0.0,0.0,32.0
174,practice care ,2025-04-09T16:17:08.000,42.001571241,-87.665839205,81.0,0.0,0.0,0.0,32.0
175,practice care ,2025-04-09T16:17:09.000,42.001570738,-87.665835433,81.0,0.0,0.0,0.0,32.0
176,practice care ,2025-04-09T16:17:10.000,42.001570235,-87.665832331,81.0,0.0,0.0,0.0,32.0
177,practice care ,2025-04-09T16:17:11.000,42.00156969,-87.665829649,81.0,0.0,0.0,0.0,32.0
178,practice care ,2025-04-09T16:17:12.000,42.00156969,-87.665829649,81.0,1.0,1.0,1.0,32.0
179,practice care ,2025-04-09T16:17:13.000,42.00156969,-87.665829649,81.0,1.0,1.0,1.0,32.0
180,practice care ,2025-04-09T16:17:14.000,42.00156969,-87.665829649,81.0,1.0,1.0,1.0,32.0
181,practice care ,2025-04-09T16:17:15.000,42.001875253,-87.666289313,81.0,1.0,1.0,1.0,32.0
182,practice care ,2025-04-09T16:17:16.000,42.001726802,-87.665941956,81.0,1.0,1.0,1.0,32.0
183,practice care ,2025-04-09T16:17:17.000,42.001724872,-87.665939136,81.0,1.0,1.0,1.0,32.0
184,practice care ,2025-04-09T16:17:18.000,42.001726415,-87.66595029,81.0,1.0,1.0,1.0,32.0
185,practice care ,2025-04-09T16:17:19.000,42.001724641,-87.665945794,81.0,1.0,1.0,1.0,32.0
186,practice care ,2025-04-09T16:17:21.000,42.001729754,-87.665951654,81.0,1.0,0.0,1.0,32.0
187,practice care ,2025-04-09T16:17:23.000,42.001726162,-87.665938343,81.0,,,,
188,practice care ,2025-04-09T16:17:23.000,42.001724445,-87.665929195,81.0,,,,
189,practice care ,2025-04-09T16:17:23.000,42.001726162,-87.665938343,,1.0,,,
190,practice care ,2025-04-09T16:17:23.000,42.001724445,-87.665929195,,1.0,,,
191,practice care ,2025-04-09T16:17:23.000,42.001726162,-87.665938343,,,1.0,,
192,practice care ,2025-04-09T16:17:23.000,42.001724445,-87.665929195,,,1.0,1.0,
193,practice care ,2025-04-09T16:17:23.000,42.001726162,-87.665938343,,,,1.0,32.0
194,practice care ,2025-04-09T16:17:23.000,42.001724445,-87.665929195,,,,,32.0
195,practice care ,2025-04-09T16:17:25.000,42.001723962,-87.665943357,81.0,0.0,0.0,0.0,32.0
196,practice care ,2025-04-09T16:17:26.000,42.001724163,-87.665945221,81.0,0.0,0.0,0.0,32.0
197,practice care ,2025-04-09T16:17:27.000,42.001710668,-87.665964764,81.0,0.0,0.0,0.0,32.0
198,practice care ,2025-04-09T16:17:28.000,42.001710668,-87.665964764,81.0,0.0,0.0,0.0,32.0
199,practice care ,2025-04-09T16:17:29.000,42.001718492,-87.665965305,81.0,0.0,0.0,0.0,32.0
200,practice care ,2025-04-09T16:17:30.000,42.001717087,-87.665962134,81.0,0.0,0.0,0.0,32.0
201,practice care ,2025-04-09T16:17:31.000,42.001707844,-87.665971755,81.0,0.0,0.0,0.0,32.0
202,practice care ,2025-04-09T16:17:32.000,42.001707937,-87.665971563,81.0,0.0,0.0,0.0,32.0
203,practice care ,2025-04-09T16:17:33.000,42.001708329,-87.665972491,81.0,0.0,0.0,0.0,32.0
204,practice care ,2025-04-09T16:17:34.000,42.001706488,-87.665957555,81.0,1.0,1.0,1.0,32.0
205,practice care ,2025-04-09T16:17:35.000,42.001706328,-87.665956824,81.0,1.0,1.0,1.0,32.0
206,practice care ,2025-04-09T16:17:36.000,42.001706141,-87.665956094,81.0,1.0,1.0,1.0,32.0
207,practice care ,2025-04-09T16:17:37.000,42.001706415,-87.665957889,81.0,1.0,1.0,1.0,32.0
208,practice care ,2025-04-09T16:17:38.000,42.001706414,-87.665957835,81.0,1.0,1.0,1.0,32.0
209,practice care ,2025-04-09T16:17:39.000,42.001706398,-87.665957806,81.0,0.0,0.0,0.0,32.0
210,practice care ,2025-04-09T16:17:40.000,42.001714886,-87.665964295,81.0,0.0,0.0,0.0,32.0
211,practice care ,2025-04-09T16:17:41.000,42.001715576,-87.665964939,81.0,0.0,0.0,0.0,32.0
212,practice care ,2025-04-09T16:17:42.000,42.001716206,-87.665965527,81.0,0.0,0.0,0.0,32.0
213,practice care ,2025-04-09T16:17:43.000,42.001716885,-87.665966173,81.0,0.0,0.0,0.0,32.0
214,practice care ,2025-04-09T16:17:44.000,42.001717568,-87.665966815,81.0,0.0,0.0,0.0,32.0
215,practice care ,2025-04-09T16:17:45.000,42.001718286,-87.66596753,81.0,0.0,0.0,0.0,32.0
216,practice care ,2025-04-09T16:17:46.000,42.001733739,-87.666003634,81.0,0.0,0.0,0.0,32.0
217,practice care ,2025-04-09T16:17:47.000,42.001736349,-87.666009272,81.0,0.0,0.0,0.0,32.0
218,practice care ,2025-04-09T16:17:48.000,42.001738956,-87.66601474,81.0,0.0,0.0,0.0,32.0
219,practice care ,2025-04-09T16:17:49.000,42.001741575,-87.666020204,81.0,0.0,0.0,0.0,32.0
220,practice care ,2025-04-09T16:17:50.000,42.00174432,-87.666027765,81.0,0.0,0.0,0.0,32.0
221,practice care ,2025-04-09T16:17:51.000,42.001746974,-87.66603414,81.0,1.0,1.0,1.0,32.0
222,practice care ,2025-04-09T16:17:52.000,42.001712589,-87.665950375,81.0,1.0,1.0,1.0,31.0
223,practice care ,2025-04-09T16:17:53.000,42.001707038,-87.665950456,81.0,1.0,1.0,1.0,31.0
224,practice care ,2025-04-09T16:17:54.000,42.001701579,-87.665950989,81.0,1.0,1.0,1.0,31.0
225,practice care ,2025-04-09T16:17:55.000,42.001696594,-87.665950899,81.0,2.0,2.0,2.0,31.0
226,practice care ,2025-04-09T16:17:56.000,42.001683212,-87.665926109,81.0,2.0,2.0,2.0,30.0
227,practice care ,2025-04-09T16:17:57.000,42.001678914,-87.665923713,81.0,2.0,2.0,2.0,30.0
228,practice care ,2025-04-09T16:17:58.000,42.001647162,-87.665944644,81.0,2.0,2.0,2.0,30.0
